Location Code,County,Area Name,Region,School Years,Number Overweight,Percent Overweight,Number Obese,Percent Obese,Number Overweight or Obese,Percent Overweight or Obese,Grade Level,Area Type,Street Address,City,State,Zip Code,Location 1
400601,NIAGARA,NEWFANE CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2014-2016,34,14.3,55,23.2,89,37.5,MIDDLE/HIGH,SCHOOL DISTRICT,6048 GODFREY RD,BURT,NY,14028,"(43.3232, -78.7089)"
62901,CHAUTAUQUA,WESTFIELD CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2012-2014,23,16.5,23,16.5,46,33.1,ELEMENTARY,SCHOOL DISTRICT,203 E MAIN ST,WESTFIELD,NY,14787,"(42.3286, -79.5687)"
640801,WASHINGTON,GREENWICH CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,28,18.1,29,18.7,57,36.8,MIDDLE/HIGH,SCHOOL DISTRICT,10 GRAY AVE,GREENWICH,NY,12834,"(43.0931, -73.4974)"
641701,WASHINGTON,WHITEHALL CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,22,20.4,27,25.0,49,45.4,ELEMENTARY,SCHOOL DISTRICT,87 BUCKLEY RD,WHITEHALL,NY,12887,"(43.5514, -73.375)"
580501,SUFFOLK,BAY SHORE UNION FREE SCHOOL DISTRICT,NASSAU-SUFFOLK,2010-2012,134,13.1,206,20.2,340,33.3,ELEMENTARY,SCHOOL DISTRICT,75 W PERKAL ST,BAY SHORE,NY,11706,"(40.7332, -73.2534)"
580701,SUFFOLK,SHELTER ISLAND UNION FREE SCHOOL DISTRICT,NASSAU-SUFFOLK,2012-2014,,,,,,,ELEMENTARY,SCHOOL DISTRICT,33 N FERRY RD,SHELTER ISLAND,NY,11964,"(41.0682, -72.339)"
240401,LIVINGSTON,GENESEO CENTRAL SCHOOL DISTRICT,FINGER LAKES,2016-2018,29,17.3,19,11.3,48,28.6,ELEMENTARY,SCHOOL DISTRICT,4050 AVON RD,GENESEO,NY,14454,"(42.8113, -77.8056)"
631201,WARREN,WARRENSBURG CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,58,19.2,64,21.2,122,40.5,DISTRICT TOTAL,SCHOOL DISTRICT,103 SCHROON RIVER RD,WARRENSBURG,NY,12885,"(43.497, -73.7628)"
662300,WESTCHESTER,YONKERS CITY SCHOOL DISTRICT,HUDSON VALLEY,2014-2016,919,11.0,1322,15.9,2241,27.0,DISTRICT TOTAL,SCHOOL DISTRICT,1 LARKIN CTR,YONKERS,NY,10701,"(40.9357, -73.9016)"
17,FULTON,FULTON,NORTHEASTERN NEW YORK,2014-2016,92,12.7,158,21.9,250,34.7,MIDDLE/HIGH,COUNTY,,,,,
200101,HAMILTON,PISECO COMMON SCHOOL,NORTHEASTERN NEW YORK,2010-2012,,,,,,,MIDDLE/HIGH,SCHOOL DISTRICT,1722 RT 8,PISECO,NY,12139,"(43.4137, -74.525)"
150301,ESSEX,ELIZABETHTOWN-LEWIS CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,16,34.8,8,17.4,24,52.2,MIDDLE/HIGH,SCHOOL DISTRICT,PO BOX 158,ELIZABETHTOWN,NY,12932,"(44.2135, -73.5966)"
280410,NASSAU,MINEOLA UNION FREE SCHOOL DISTRICT,NASSAU-SUFFOLK,2012-2014,146,15.3,162,17.0,308,32.3,DISTRICT TOTAL,SCHOOL DISTRICT,121 JACKSON AVE,MINEOLA,NY,11501,"(40.7471, -73.6406)"
261801,MONROE,BROCKPORT CENTRAL SCHOOL DISTRICT,FINGER LAKES,2010-2012,156,16.3,195,20.3,351,36.6,DISTRICT TOTAL,SCHOOL DISTRICT,40 ALLEN ST,BROCKPORT,NY,14420,"(43.208, -77.9459)"
500108,ROCKLAND,NANUET UNION FREE SCHOOL DISTRICT,HUDSON VALLEY,2010-2012,40,17.0,44,18.7,84,35.7,MIDDLE/HIGH,SCHOOL DISTRICT,101 CHURCH ST,NANUET,NY,10954,"(41.0896, -74.0047)"
8,CHENANGO,CHENANGO,NEW YORK - PENN,2010-2012,481,18.0,581,21.8,1062,39.8,DISTRICT TOTAL,COUNTY,,,,,
43001,CATTARAUGUS,RANDOLPH CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2012-2014,49,15.6,54,17.2,103,32.8,DISTRICT TOTAL,SCHOOL DISTRICT,18 MAIN ST,RANDOLPH,NY,14772,"(42.1726, -78.9476)"
570201,STEUBEN,AVOCA CENTRAL SCHOOL DISTRICT,FINGER LAKES,2010-2012,25,19.5,29,22.7,54,42.2,ELEMENTARY,SCHOOL DISTRICT,17-29 OLIVER ST,AVOCA,NY,14809,"(42.4108, -77.4174)"
401301,NIAGARA,BARKER CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2012-2014,30,14.5,44,21.3,74,35.7,ELEMENTARY,SCHOOL DISTRICT,1628 QUAKER RD,BARKER,NY,14012,"(43.3346, -78.5554)"
62,ULSTER,ULSTER,HUDSON VALLEY,2016-2018,677,16.0,788,18.7,1465,34.7,ELEMENTARY,COUNTY,,,,,
10201,ALBANY,BERNE-KNOX WESTERLO CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,22,17.7,24,19.4,46,37.1,MIDDLE/HIGH,SCHOOL DISTRICT,1738 HELDERBERG TRAIL,BERNE,NY,12023,"(42.6253, -74.1435)"
210402,HERKIMER,FRANKFORT-SCHUYLER CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2014-2016,42,15.7,48,17.9,90,33.7,DISTRICT TOTAL,SCHOOL DISTRICT,605 PALMER ST,FRANKFORT,NY,13340,"(43.0312, -75.0727)"
580505,SUFFOLK,BAYPORT-BLUE POINT UNION FREE SCHOOL DISTRICT,NASSAU-SUFFOLK,2016-2018,61,16.7,23,6.3,84,23.0,ELEMENTARY,SCHOOL DISTRICT,189 ACADEMY ST,BAYPORT,NY,11705,"(40.7416, -73.0562)"
590501,SULLIVAN,FALLSBURG CENTRAL SCHOOL DISTRICT,HUDSON VALLEY,2012-2014,78,16.5,106,22.5,184,39.0,DISTRICT TOTAL,SCHOOL DISTRICT,115 BRICKMAN RD,FALLSBURG,NY,12733,"(41.7326, -74.6113)"
513102,ST. LAWRENCE,EDWARDS-KNOX CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2016-2018,19,14.0,28,20.6,47,34.6,ELEMENTARY,SCHOOL DISTRICT,2512 COUNTY HWY 24,RUSSELL,NY,13684,"(44.4301, -75.1459)"
250901,MADISON,CANASTOTA CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2014-2016,25,13.2,26,13.8,51,27.1,MIDDLE/HIGH,SCHOOL DISTRICT,120 ROBERTS ST,CANASTOTA,NY,13032,"(43.0827, -75.7486)"
81003,CHENANGO,UNADILLA VALLEY CENTRAL SCHOOL DISTRICT,NEW YORK - PENN,2010-2012,38,20.4,34,18.3,72,38.7,ELEMENTARY,SCHOOL DISTRICT,4238 STATE HWY 8,NEW BERLIN,NY,13411,"(42.6425, -75.3303)"
161801,FRANKLIN,SAINT REGIS FALLS CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,26,26.8,11,11.3,37,38.1,DISTRICT TOTAL,SCHOOL DISTRICT,92 N MAIN ST,SAINT REGIS FALLS,NY,12980,"(44.6793, -74.5462)"
420501,ONONDAGA,JORDAN-ELBRIDGE CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2016-2018,32,18.7,41,24.0,73,42.7,MIDDLE/HIGH,SCHOOL DISTRICT,9 N CHAPPELL ST,JORDAN,NY,13060,"(43.0348, -76.4461)"
40302,CATTARAUGUS,ALLEGANY-LIMESTONE CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2012-2014,69,17.4,56,14.1,125,31.6,ELEMENTARY,SCHOOL DISTRICT,3131 FIVE MILE RD,ALLEGANY,NY,14706,"(42.1321, -78.5021)"
130502,DUTCHESS,DOVER UNION FREE SCHOOL DISTRICT,HUDSON VALLEY,2012-2014,45,21.0,51,23.8,96,44.9,MIDDLE/HIGH,SCHOOL DISTRICT,2368 RT 22,DOVER PLAINS,NY,12522,"(41.6858, -73.5773)"
140701,ERIE,CHEEKTOWAGA CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2014-2016,117,15.1,157,20.2,274,35.4,DISTRICT TOTAL,SCHOOL DISTRICT,3600 UNION RD,CHEEKTOWAGA,NY,14225,"(42.9116, -78.7546)"
43,ONTARIO,ONTARIO,FINGER LAKES,2016-2018,700,14.5,807,16.7,1507,31.2,DISTRICT TOTAL,COUNTY,,,,,
22302,ALLEGANY,CUBA-RUSHFORD CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2010-2012,27,16.1,35,20.8,62,36.9,ELEMENTARY,SCHOOL DISTRICT,5476 RT 305,CUBA,NY,14727,"(42.2385, -78.2748)"
570401,STEUBEN,BRADFORD CENTRAL SCHOOL DISTRICT,FINGER LAKES,2012-2014,,,6,46.2,,,MIDDLE/HIGH,SCHOOL DISTRICT,2820 RT 226,BRADFORD,NY,14815,"(42.3668, -77.0943)"
451001,ORLEANS,LYNDONVILLE CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2016-2018,21,21.2,17,17.2,38,38.4,ELEMENTARY,SCHOOL DISTRICT,25 HOUSEL AVE,LYNDONVILLE,NY,14098,"(43.3237, -78.394)"
490601,RENSSELAER,LANSINGBURGH CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,59,17.0,66,19.0,125,36.0,ELEMENTARY,SCHOOL DISTRICT,576 5TH AVE,TROY,NY,12182,"(42.7742, -73.6739)"
431701,ONTARIO,VICTOR CENTRAL SCHOOL DISTRICT,FINGER LAKES,2010-2012,132,14.3,94,10.2,226,24.4,ELEMENTARY,SCHOOL DISTRICT,953 HIGH ST,VICTOR,NY,14564,"(42.9923, -77.4194)"
660805,WESTCHESTER,VALHALLA UNION FREE SCHOOL DISTRICT,HUDSON VALLEY,2010-2012,64,17.9,33,9.2,97,27.1,ELEMENTARY,SCHOOL DISTRICT,316 COLUMBUS AVE,VALHALLA,NY,10595,"(41.0927, -73.778)"
64,WASHINGTON,WASHINGTON,NORTHEASTERN NEW YORK,2016-2018,183,19.1,242,25.3,425,44.5,MIDDLE/HIGH,COUNTY,,,,,
70902,CHEMUNG,ELMIRA HEIGHTS CENTRAL SCHOOL DISTRICT,FINGER LAKES,2010-2012,60,22.5,39,14.6,99,37.1,DISTRICT TOTAL,SCHOOL DISTRICT,2083 COLLEGE AVE,ELMIRA HEIGHTS,NY,14903,"(42.1224, -76.8244)"
431101,ONTARIO,MANCHESTER-SHORTSVILLE CENTRAL SCHOOL DISTRICT (RED JACKET),FINGER LAKES,2012-2014,17,16.7,18,17.6,35,34.3,MIDDLE/HIGH,SCHOOL DISTRICT,1506 RT 21,SHORTSVILLE,NY,14548,"(42.9599, -77.2303)"
31501,BROOME,UNION-ENDICOTT CENTRAL SCHOOL DISTRICT,NEW YORK - PENN,2012-2014,192,16.7,215,18.7,407,35.4,DISTRICT TOTAL,SCHOOL DISTRICT,1100 E MAIN ST,ENDICOTT,NY,13760,"(42.0973, -76.0513)"
410601,ONEIDA,CAMDEN CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2016-2018,80,18.9,51,12.0,131,30.9,ELEMENTARY,SCHOOL DISTRICT,51 THIRD ST,CAMDEN,NY,13316,"(43.3378, -75.7459)"
10701,ALBANY,GREEN ISLAND UNION FREE SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,,,,,,,MIDDLE/HIGH,SCHOOL DISTRICT,171 HUDSON AVE,GREEN ISLAND,NY,12183,"(42.7462, -73.6906)"
480102,PUTNAM,CARMEL CENTRAL SCHOOL DISTRICT,HUDSON VALLEY,2014-2016,67,17.8,66,17.5,133,35.3,MIDDLE/HIGH,SCHOOL DISTRICT,81 SOUTH ST,PATTERSON,NY,12563,"(41.5081, -73.6064)"
660401,WESTCHESTER,UNION FREE SCHOOL DISTRICT OF THE TARRYTOWNS,HUDSON VALLEY,2012-2014,67,12.1,79,14.3,146,26.4,DISTRICT TOTAL,SCHOOL DISTRICT,200 N BROADWAY,SLEEPY HOLLOW,NY,10591,"(41.0829, -73.859)"
241101,LIVINGSTON,DALTON-NUNDA CENTRAL SCHOOL DISTRICT (KESHEQUA),FINGER LAKES,2010-2012,32,11.1,69,24.0,101,35.1,DISTRICT TOTAL,SCHOOL DISTRICT,13 MILL ST,NUNDA,NY,14517,"(42.5794, -77.9417)"
661301,WESTCHESTER,NORTH SALEM CENTRAL SCHOOL DISTRICT,HUDSON VALLEY,2012-2014,48,12.0,40,10.0,88,22.0,DISTRICT TOTAL,SCHOOL DISTRICT,230 JUNE RD,NORTH SALEM,NY,10560,"(41.3539, -73.5937)"
250201,MADISON,CAZENOVIA CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2016-2018,58,11.6,44,8.8,102,20.4,DISTRICT TOTAL,SCHOOL DISTRICT,31 EMORY AVE,CAZENOVIA,NY,13035,"(42.9333, -75.8584)"
500401,ROCKLAND,RAMAPO CENTRAL SCHOOL DISTRICT (SUFFERN),HUDSON VALLEY,2016-2018,109,17.8,69,11.3,178,29.0,MIDDLE/HIGH,SCHOOL DISTRICT,45 MOUNTAIN AVE,HILLBURN,NY,10931,"(41.125, -74.1693)"
621101,ULSTER,NEW PALTZ CENTRAL SCHOOL DISTRICT,HUDSON VALLEY,2016-2018,52,12.7,35,8.6,87,21.3,ELEMENTARY,SCHOOL DISTRICT,196 MAIN ST,NEW PALTZ,NY,12561,"(41.7458, -74.0783)"
140203,ERIE,WILLIAMSVILLE CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2010-2012,414,12.9,502,15.6,916,28.5,DISTRICT TOTAL,SCHOOL DISTRICT,105 CASEY RD,EAST AMHERST,NY,14051,"(43.0242, -78.7332)"
161401,FRANKLIN,SARANAC LAKE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,34,13.9,32,13.1,66,27.0,ELEMENTARY,SCHOOL DISTRICT,79 CANARAS AVE,SARANAC LAKE,NY,12983,"(44.3266, -74.1412)"
581004,SUFFOLK,FISHERS ISLAND UNION FREE SCHOOL DISTRICT,NASSAU-SUFFOLK,2012-2014,,,,,,,ELEMENTARY,SCHOOL DISTRICT,78 GREENWOOD RD #600,FISHERS ISLAND,NY,6390,"(41.2559, -72.0308)"
230201,LEWIS,COPENHAGEN CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2014-2016,28,32.1,15,17.2,43,49.4,ELEMENTARY,SCHOOL DISTRICT,3020 MECHANIC ST,COPENHAGEN,NY,13626,"(43.8454, -75.7143)"
120102,DELAWARE,ANDES CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,,,,,,,ELEMENTARY,SCHOOL DISTRICT,85 DELAWARE AVE,ANDES,NY,13731,"(42.1385, -74.7791)"
250201,MADISON,CAZENOVIA CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2014-2016,18,7.7,16,6.8,34,14.5,ELEMENTARY,SCHOOL DISTRICT,31 EMORY AVE,CAZENOVIA,NY,13035,"(42.9333, -75.8584)"
621001,ULSTER,MARLBORO CENTRAL SCHOOL DISTRICT,HUDSON VALLEY,2010-2012,66,20.8,53,16.7,119,37.5,ELEMENTARY,SCHOOL DISTRICT,1510 RTE 9W-STE 201,MARLBORO,NY,12542,"(41.6037, -73.9891)"
641610,WASHINGTON,CAMBRIDGE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,20,15.3,30,22.9,50,38.2,MIDDLE/HIGH,SCHOOL DISTRICT,58 S PARK ST,CAMBRIDGE,NY,12816,"(43.0211, -73.376)"
60601,CHAUTAUQUA,PINE VALLEY CENTRAL SCHOOL DISTRICT (SOUTH DAYTON),WESTERN NEW YORK,2012-2014,21,20.2,19,18.3,40,38.5,ELEMENTARY,SCHOOL DISTRICT,7755 RT 83,SOUTH DAYTON,NY,14138,"(42.3317, -79.0906)"
22001,ALLEGANY,FILLMORE CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2016-2018,20,11.0,10,5.5,30,16.6,ELEMENTARY,SCHOOL DISTRICT,104 MAIN ST,FILLMORE,NY,14735,"(42.4662, -78.1188)"
630202,WARREN,NORTH WARREN CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,35,14.9,46,19.6,81,34.5,DISTRICT TOTAL,SCHOOL DISTRICT,6110 STATE RT 8,CHESTERTOWN,NY,12817,"(43.6639, -73.7856)"
580909,SUFFOLK,BRIDGEHAMPTON UNION FREE SCHOOL DISTRICT,NASSAU-SUFFOLK,2014-2016,,,,,,,MIDDLE/HIGH,SCHOOL DISTRICT,2685 MONTAUK HWY,BRIDGEHAMPTON,NY,11932,"(40.9389, -72.2954)"
10623,ALBANY,NORTH COLONIE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,143,16.9,147,17.3,290,34.2,MIDDLE/HIGH,SCHOOL DISTRICT,91 FIDDLERS LN,LATHAM,NY,12110,"(42.7289, -73.7481)"
10100,ALBANY,ALBANY CITY SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,54,16.2,74,22.2,128,38.3,MIDDLE/HIGH,SCHOOL DISTRICT,ACADEMY PARK,ALBANY,NY,12207,"(42.6535, -73.7547)"
580505,SUFFOLK,BAYPORT-BLUE POINT UNION FREE SCHOOL DISTRICT,NASSAU-SUFFOLK,2010-2012,137,16.2,116,13.7,253,29.8,DISTRICT TOTAL,SCHOOL DISTRICT,189 ACADEMY ST,BAYPORT,NY,11705,"(40.7416, -73.0562)"
660302,WESTCHESTER,TUCKAHOE UNION FREE SCHOOL DISTRICT,HUDSON VALLEY,2016-2018,17,12.5,5,3.7,22,16.2,MIDDLE/HIGH,SCHOOL DISTRICT,29 ELM ST,TUCKAHOE,NY,10707,"(40.9512, -73.8309)"
53,SCHENECTADY,SCHENECTADY,NORTHEASTERN NEW YORK,2016-2018,403,16.1,573,22.9,976,39.0,MIDDLE/HIGH,COUNTY,,,,,
22902,ALLEGANY,BOLIVAR-RICHBURG CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2010-2012,27,14.7,9,4.9,36,19.6,ELEMENTARY,SCHOOL DISTRICT,100 SCHOOL ST,BOLIVAR,NY,14715,"(42.0654, -78.161)"
581012,SUFFOLK,MATTITUCK-CUTCHOGUE UNION FREE SCHOOL DISTRICT,NASSAU-SUFFOLK,2016-2018,48,27.3,15,8.5,63,35.8,ELEMENTARY,SCHOOL DISTRICT,385 DEPOT LN,CUTCHOGUE,NY,11935,"(41.0139, -72.4856)"
50401,CAYUGA,CATO-MERIDIAN CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2010-2012,,,35,28.2,,,MIDDLE/HIGH,SCHOOL DISTRICT,2851 NYS RT 370,CATO,NY,13033,"(43.1743, -76.5528)"
611001,TOMPKINS,TRUMANSBURG CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2010-2012,44,12.5,40,11.3,84,23.8,DISTRICT TOTAL,SCHOOL DISTRICT,100 WHIG ST,TRUMANSBURG,NY,14886,"(42.5389, -76.6527)"
470901,OTSEGO,SCHENEVUS CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,16,18.8,9,10.6,25,29.4,ELEMENTARY,SCHOOL DISTRICT,159 MAIN ST,SCHENEVUS,NY,12155,"(42.5496, -74.8184)"
31401,BROOME,WHITNEY POINT CENTRAL SCHOOL DISTRICT,NEW YORK - PENN,2010-2012,50,21.4,38,16.2,88,37.6,ELEMENTARY,SCHOOL DISTRICT,10 KEIBEL RD,WHITNEY POINT,NY,13862,"(42.3379, -75.9759)"
140702,ERIE,CHEEKTOWAGA-MARYVALE UNION FREE SCHOOL DISTRICT,WESTERN NEW YORK,2016-2018,142,17.0,156,18.7,298,35.6,DISTRICT TOTAL,SCHOOL DISTRICT,1050 MARYVALE DR,CHEEKTOWAGA,NY,14225,"(42.9332, -78.7499)"
441903,ORANGE,TUXEDO UNION FREE SCHOOL DISTRICT,HUDSON VALLEY,2016-2018,5,11.4,8,18.2,13,29.5,DISTRICT TOTAL,SCHOOL DISTRICT,RT 17,TUXEDO PARK,NY,10987,"(41.228, -74.1854)"
572301,STEUBEN,PRATTSBURGH CENTRAL SCHOOL DISTRICT,FINGER LAKES,2014-2016,13,32.5,9,22.5,22,55.0,MIDDLE/HIGH,SCHOOL DISTRICT,1 ACADEMY ST,PRATTSBURGH,NY,14873,"(42.5143, -77.253)"
280231,NASSAU,ISLAND PARK UNION FREE SCHOOL DISTRICT,NASSAU-SUFFOLK,2016-2018,41,16.0,38,14.8,79,30.9,DISTRICT TOTAL,SCHOOL DISTRICT,150 TRAFALGAR BLVD,ISLAND PARK,NY,11558,"(40.6077, -73.6471)"
500301,ROCKLAND,SOUTH ORANGETOWN CENTRAL SCHOOL DISTRICT,HUDSON VALLEY,2016-2018,83,15.2,59,10.8,142,26.0,ELEMENTARY,SCHOOL DISTRICT,160 VAN WYCK RD,BLAUVELT,NY,10913,"(41.0617, -73.971)"
630902,WARREN,QUEENSBURY UNION FREE SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,62,12.6,104,21.1,166,33.7,MIDDLE/HIGH,SCHOOL DISTRICT,429 AVIATION RD,QUEENSBURY,NY,12804,"(43.3294, -73.6913)"
140707,ERIE,DEPEW UNION FREE SCHOOL DISTRICT,WESTERN NEW YORK,2010-2012,32,13.7,56,23.9,88,37.6,MIDDLE/HIGH,SCHOOL DISTRICT,591 TERRACE BLVD,DEPEW,NY,14043,"(42.9038, -78.6922)"
680601,YATES,PENN YAN CENTRAL SCHOOL DISTRICT,FINGER LAKES,2012-2014,42,17.1,52,21.1,94,38.2,MIDDLE/HIGH,SCHOOL DISTRICT,1 SCHOOL DR,PENN YAN,NY,14527,"(42.6671, -77.063)"
31701,BROOME,WINDSOR CENTRAL SCHOOL DISTRICT,NEW YORK - PENN,2010-2012,65,20.2,62,19.3,127,39.6,ELEMENTARY,SCHOOL DISTRICT,1191 NY RT 79,WINDSOR,NY,13865,"(42.0672, -75.6413)"
181101,GENESEE,OAKFIELD-ALABAMA CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2016-2018,6,5.6,35,32.4,41,38.0,MIDDLE/HIGH,SCHOOL DISTRICT,7001 LEWISTON RD,OAKFIELD,NY,14125,"(43.074, -78.2811)"
661201,WESTCHESTER,BYRAM HILLS CENTRAL SCHOOL DISTRICT,HUDSON VALLEY,2010-2012,126,14.5,58,6.7,184,21.2,DISTRICT TOTAL,SCHOOL DISTRICT,10 TRIPP LN,ARMONK,NY,10504,"(41.1343, -73.6865)"
141901,ERIE,LANCASTER CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2012-2014,356,16.6,253,11.8,609,28.4,DISTRICT TOTAL,SCHOOL DISTRICT,177 CENTRAL AVE,LANCASTER,NY,14086,"(42.9079, -78.6717)"
240101,LIVINGSTON,AVON CENTRAL SCHOOL DISTRICT,FINGER LAKES,2010-2012,29,19.1,18,11.8,47,30.9,MIDDLE/HIGH,SCHOOL DISTRICT,191 CLINTON ST,AVON,NY,14414,"(42.908, -77.7398)"
43501,CATTARAUGUS,YORKSHIRE-PIONEER CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2016-2018,20,12.3,41,25.3,61,37.7,MIDDLE/HIGH,SCHOOL DISTRICT,12125 COUNTY LINE RD,YORKSHIRE,NY,14173,"(42.5247, -78.4646)"
440401,ORANGE,PINE BUSH CENTRAL SCHOOL DISTRICT,HUDSON VALLEY,2016-2018,83,12.2,94,13.8,177,26.1,ELEMENTARY,SCHOOL DISTRICT,156 RT 302,PINE BUSH,NY,12566,"(41.6013, -74.3067)"
200601,HAMILTON,LAKE PLEASANT CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,7,38.9,,,,,ELEMENTARY,SCHOOL DISTRICT,210 ELM LAKE RD,SPECULATOR,NY,12164,"(43.5591, -74.357)"
421201,ONONDAGA,ONONDAGA CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2010-2012,26,13.8,29,15.4,55,29.3,ELEMENTARY,SCHOOL DISTRICT,4466 S ONONDAGA RD,NEDROW,NY,13120,"(42.9306, -76.2056)"
131101,DUTCHESS,NORTHEAST CENTRAL SCHOOL DISTRICT,HUDSON VALLEY,2010-2012,55,17.9,81,26.4,136,44.3,DISTRICT TOTAL,SCHOOL DISTRICT,194 HAIGHT RD,AMENIA,NY,12501,"(41.8881, -73.5307)"
651201,WAYNE,SODUS CENTRAL SCHOOL DISTRICT,FINGER LAKES,2012-2014,40,18.3,45,20.5,85,38.8,ELEMENTARY,SCHOOL DISTRICT,6264 RT 88,SODUS,NY,14551,"(43.2273, -77.0676)"
491700,RENSSELAER,TROY CITY SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,179,17.5,237,23.2,416,40.7,DISTRICT TOTAL,SCHOOL DISTRICT,475 FIRST ST,TROY,NY,12180,"(42.7122, -73.6968)"
651501,WAYNE,NORTH ROSE-WOLCOTT CENTRAL SCHOOL DISTRICT,FINGER LAKES,2012-2014,17,13.2,37,28.7,54,41.9,MIDDLE/HIGH,SCHOOL DISTRICT,11631 SALTER-COLVIN RD-BUS OFFICE,WOLCOTT,NY,14590,"(43.1924, -76.8289)"
260501,MONROE,GREECE CENTRAL SCHOOL DISTRICT,FINGER LAKES,2014-2016,274,21.1,249,19.2,523,40.4,MIDDLE/HIGH,SCHOOL DISTRICT,750 MAIDEN LN,ROCHESTER,NY,14615,"(43.2238, -77.6639)"
51901,CAYUGA,UNION SPRINGS CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2014-2016,50,14.9,65,19.4,115,34.4,DISTRICT TOTAL,SCHOOL DISTRICT,239 CAYUGA ST,UNION SPRINGS,NY,13160,"(42.8508, -76.6912)"
60201,CHAUTAUQUA,SOUTHWESTERN CENTRAL SCHOOL DISTRICT AT JAMESTOWN,WESTERN NEW YORK,2012-2014,68,15.4,76,17.2,144,32.6,DISTRICT TOTAL,SCHOOL DISTRICT,600 HUNT RD W,JAMESTOWN,NY,14701,"(42.0898, -79.2792)"
580801,SUFFOLK,SMITHTOWN CENTRAL SCHOOL DISTRICT,NASSAU-SUFFOLK,2014-2016,233,15.1,174,11.2,407,26.3,ELEMENTARY,SCHOOL DISTRICT,26 NEW YORK AVE,SMITHTOWN,NY,11787,"(40.8544, -73.1996)"
151102,ESSEX,LAKE PLACID CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,22,21.8,21,20.8,43,42.6,MIDDLE/HIGH,SCHOOL DISTRICT,50 CUMMINGS RD,LAKE PLACID,NY,12946,"(44.2812, -73.9885)"
50100,CAYUGA,AUBURN CITY SCHOOL DISTRICT,CENTRAL NEW YORK,2012-2014,173,14.7,298,25.4,471,40.1,ELEMENTARY,SCHOOL DISTRICT,78 THORNTON AVE,AUBURN,NY,13021,"(42.9136, -76.579)"
280407,NASSAU,GREAT NECK UNION FREE SCHOOL DISTRICT,NASSAU-SUFFOLK,2012-2014,123,13.7,81,9.0,204,22.7,MIDDLE/HIGH,SCHOOL DISTRICT,345 LAKEVILLE RD,GREAT NECK,NY,11020,"(40.7624, -73.7044)"
