Location Code,County,Area Name,Region,School Years,Number Overweight,Percent Overweight,Number Obese,Percent Obese,Number Overweight or Obese,Percent Overweight or Obese,Grade Level,Area Type,Street Address,City,State,Zip Code,Location 1
100501,COLUMBIA,TACONIC HILLS CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,42,14.6,57,19.8,99,34.4,ELEMENTARY,SCHOOL DISTRICT,73 COUNTY RT 11A,CRARYVILLE,NY,12521,"(42.1712, -73.6033)"
561006,SENECA,WATERLOO CENTRAL SCHOOL DISTRICT,FINGER LAKES,2010-2012,74,18.2,70,17.2,144,35.5,ELEMENTARY,SCHOOL DISTRICT,109 WASHINGTON ST,WATERLOO,NY,13165,"(42.8964, -76.8626)"
10701,ALBANY,GREEN ISLAND UNION FREE SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,13,16.6,15,19.2,28,35.8,DISTRICT TOTAL,SCHOOL DISTRICT,171 HUDSON AVE,GREEN ISLAND,NY,12183,"(42.7462, -73.6906)"
260101,MONROE,BRIGHTON CENTRAL SCHOOL DISTRICT,FINGER LAKES,2010-2012,85,13.8,68,11.0,153,24.8,ELEMENTARY,SCHOOL DISTRICT,2035 MONROE AVE,ROCHESTER,NY,14618,"(43.1249, -77.5633)"
660401,WESTCHESTER,UNION FREE SCHOOL DISTRICT OF THE TARRYTOWNS,HUDSON VALLEY,2012-2014,67,19.8,79,23.3,146,43.1,ELEMENTARY,SCHOOL DISTRICT,200 N BROADWAY,SLEEPY HOLLOW,NY,10591,"(41.0829, -73.859)"
280410,NASSAU,MINEOLA UNION FREE SCHOOL DISTRICT,NASSAU-SUFFOLK,2016-2018,165,17.1,145,15.0,310,32.2,DISTRICT TOTAL,SCHOOL DISTRICT,121 JACKSON AVE,MINEOLA,NY,11501,"(40.7471, -73.6406)"
261901,MONROE,WEBSTER CENTRAL SCHOOL DISTRICT,FINGER LAKES,2014-2016,180,14.1,180,14.1,360,28.3,MIDDLE/HIGH,SCHOOL DISTRICT,119 SOUTH AVE,WEBSTER,NY,14580,"(43.2087, -77.4307)"
210402,HERKIMER,FRANKFORT-SCHUYLER CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2014-2016,25,18.1,23,16.6,48,34.7,ELEMENTARY,SCHOOL DISTRICT,605 PALMER ST,FRANKFORT,NY,13340,"(43.0312, -75.0727)"
491501,RENSSELAER,SCHODACK CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,48,15.9,40,13.2,88,29.2,DISTRICT TOTAL,SCHOOL DISTRICT,1216 MAPLE HILL RD,CASTLETON,NY,12033,"(42.5243, -73.712)"
150801,ESSEX,MINERVA CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,,,,,,,MIDDLE/HIGH,SCHOOL DISTRICT,1466 COUNTY RT 29,OLMSTEDVILLE,NY,12857,"(43.7698, -73.9362)"
121701,DELAWARE,STAMFORD CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,,,12,18.8,,,ELEMENTARY,SCHOOL DISTRICT,1 RIVER ST,STAMFORD,NY,12167,"(42.4108, -74.6211)"
45,ORLEANS,ORLEANS,WESTERN NEW YORK,2012-2014,344,16.7,470,22.7,814,39.4,DISTRICT TOTAL,COUNTY,,,,,
41101,CATTARAUGUS,FRANKLINVILLE CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2010-2012,23,13.1,31,17.7,54,30.9,ELEMENTARY,SCHOOL DISTRICT,31 N MAIN ST,FRANKLINVILLE,NY,14737,"(42.3396, -78.4572)"
580402,SUFFOLK,COLD SPRING HARBOR CENTRAL SCHOOL DISTRICT,NASSAU-SUFFOLK,2012-2014,40,12.9,14,4.5,54,17.5,MIDDLE/HIGH,SCHOOL DISTRICT,75 GOOSE HILL RD,COLD SPRING HARBOR,NY,11724,"(40.8802, -73.4509)"
641001,WASHINGTON,HARTFORD CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,,,19,18.6,,,ELEMENTARY,SCHOOL DISTRICT,4704 STATE RT 149,HARTFORD,NY,12838,"(43.3633, -73.3926)"
10623,ALBANY,NORTH COLONIE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,142,16.6,124,14.5,266,31.1,MIDDLE/HIGH,SCHOOL DISTRICT,91 FIDDLERS LN,LATHAM,NY,12110,"(42.7289, -73.7481)"
150801,ESSEX,MINERVA CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,,,,,,,ELEMENTARY,SCHOOL DISTRICT,1466 COUNTY RT 29,OLMSTEDVILLE,NY,12857,"(43.7698, -73.9362)"
130502,DUTCHESS,DOVER UNION FREE SCHOOL DISTRICT,HUDSON VALLEY,2014-2016,66,17.4,95,25.1,161,42.5,DISTRICT TOTAL,SCHOOL DISTRICT,2368 RT 22,DOVER PLAINS,NY,12522,"(41.6858, -73.5773)"
280100,NASSAU,GLEN COVE CITY SCHOOL DISTRICT,NASSAU-SUFFOLK,2010-2012,105,18.8,134,24.0,239,42.8,ELEMENTARY,SCHOOL DISTRICT,150 DOSORIS LN,GLEN COVE,NY,11542,"(40.8804, -73.63)"
141601,ERIE,HAMBURG CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2014-2016,48,17.0,28,9.9,76,26.9,MIDDLE/HIGH,SCHOOL DISTRICT,5305 ABBOTT RD,HAMBURG,NY,14075,"(42.7426, -78.7985)"
211901,HERKIMER,TOWN OF WEBB UNION FREE SCHOOL DISTRICT,CENTRAL NEW YORK,2016-2018,,,,,,,ELEMENTARY,SCHOOL DISTRICT,3002 MAIN ST,OLD FORGE,NY,13420,"(43.7408, -74.8993)"
43200,CATTARAUGUS,SALAMANCA CITY SCHOOL DISTRICT,WESTERN NEW YORK,2012-2014,29,17.2,36,21.3,65,38.5,MIDDLE/HIGH,SCHOOL DISTRICT,50 IROQUOIS DR,SALAMANCA,NY,14779,"(42.1606, -78.7369)"
400000,N/A,NASSAU-SUFFOLK,NASSAU-SUFFOLK,2016-2018,22800,16.7,22858,16.8,45658,33.5,DISTRICT TOTAL,REGION,,,,,
442101,ORANGE,WARWICK VALLEY CENTRAL SCHOOL DISTRICT,HUDSON VALLEY,2014-2016,85,14.7,69,11.9,154,26.7,ELEMENTARY,SCHOOL DISTRICT,225 WEST ST EXT,WARWICK,NY,10990,"(41.2551, -74.3858)"
9,CLINTON,CLINTON,NORTHEASTERN NEW YORK,2014-2016,225,17.5,323,25.1,548,42.6,MIDDLE/HIGH,COUNTY,,,,,
110701,CORTLAND,HOMER CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2012-2014,129,18.2,138,19.5,267,37.7,DISTRICT TOTAL,SCHOOL DISTRICT,80 S WEST ST,HOMER,NY,13077,"(42.6305, -76.1919)"
142601,ERIE,KENMORE-TONAWANDA UNION FREE SCHOOL DISTRICT,WESTERN NEW YORK,2016-2018,142,19.1,147,19.8,289,38.8,MIDDLE/HIGH,SCHOOL DISTRICT,1500 COLVIN BLVD,BUFFALO,NY,14223,"(42.982, -78.859)"
20,HAMILTON,HAMILTON,NORTHEASTERN NEW YORK,2012-2014,30,18.3,30,18.3,60,36.6,DISTRICT TOTAL,COUNTY,,,,,
42901,CATTARAUGUS,PORTVILLE CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2010-2012,51,19.5,43,16.5,94,36.0,ELEMENTARY,SCHOOL DISTRICT,500 ELM ST,PORTVILLE,NY,14770,"(42.0344, -78.3317)"
580504,SUFFOLK,SAYVILLE UNION FREE SCHOOL DISTRICT,NASSAU-SUFFOLK,2016-2018,120,15.0,91,11.4,211,26.4,DISTRICT TOTAL,SCHOOL DISTRICT,99 GREELEY AVE,SAYVILLE,NY,11782,"(40.738, -73.0876)"
200000,N/A,FINGER LAKES,FINGER LAKES,2010-2012,8777,16.3,9666,18.0,18443,34.3,DISTRICT TOTAL,REGION,,,,,
280518,NASSAU,PLAINEDGE UNION FREE SCHOOL DISTRICT,NASSAU-SUFFOLK,2016-2018,55,14.7,76,20.4,131,35.1,MIDDLE/HIGH,SCHOOL DISTRICT,241 WYNGATE DR,N MASSAPEQUA,NY,11758,"(40.6992, -73.4766)"
90901,CLINTON,NORTHERN ADIRONDACK CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,21,21.0,28,28.0,49,49.0,MIDDLE/HIGH,SCHOOL DISTRICT,5572 RT 11,ELLENBURG DEPOT,NY,12935,"(44.8607, -73.7854)"
46,OSWEGO,OSWEGO,CENTRAL NEW YORK,2014-2016,527,20.8,654,25.8,1181,46.6,MIDDLE/HIGH,COUNTY,,,,,
680601,YATES,PENN YAN CENTRAL SCHOOL DISTRICT,FINGER LAKES,2014-2016,73,15.2,108,22.5,181,37.7,DISTRICT TOTAL,SCHOOL DISTRICT,1 SCHOOL DR,PENN YAN,NY,14527,"(42.6671, -77.063)"
30601,BROOME,SUSQUEHANNA VALLEY CENTRAL SCHOOL DISTRICT,NEW YORK - PENN,2010-2012,63,20.2,61,19.6,124,39.7,ELEMENTARY,SCHOOL DISTRICT,1040 CONKLIN RD,CONKLIN,NY,13748,"(42.0782, -75.8235)"
512902,ST. LAWRENCE,POTSDAM CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2010-2012,106,18.5,106,18.5,212,37.1,DISTRICT TOTAL,SCHOOL DISTRICT,29 LEROY ST,POTSDAM,NY,13676,"(44.674, -74.9818)"
150801,ESSEX,MINERVA CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,12,46.1,5,19.2,17,65.3,DISTRICT TOTAL,SCHOOL DISTRICT,1466 COUNTY RT 29,OLMSTEDVILLE,NY,12857,"(43.7698, -73.9362)"
161601,FRANKLIN,BRUSHTON-MOIRA CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,67,21.0,86,27.0,153,48.0,DISTRICT TOTAL,SCHOOL DISTRICT,758 COUNTY RT 7,BRUSHTON,NY,12916,"(44.8249, -74.5215)"
0,STATEWIDE (EXCLUDING NYC),STATEWIDE (EXCLUDING NYC),STATEWIDE (EXCLUDING NYC),2010-2012,44970,15.8,48843,17.2,93813,33.0,ELEMENTARY,STATEWIDE (EXCLUDING NYC),,,,,
461901,OSWEGO,SANDY CREEK CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2012-2014,30,13.3,51,22.6,81,35.8,DISTRICT TOTAL,SCHOOL DISTRICT,124 SALISBURY ST,SANDY CREEK,NY,13145,"(43.6461, -76.077)"
660303,WESTCHESTER,BRONXVILLE UNION FREE SCHOOL DISTRICT,HUDSON VALLEY,2010-2012,9,3.6,,,,,DISTRICT TOTAL,SCHOOL DISTRICT,177 PONDFIELD RD,BRONXVILLE,NY,10708,"(40.9366, -73.8318)"
460901,OSWEGO,MEXICO CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2012-2014,113,18.5,150,24.5,263,43.0,DISTRICT TOTAL,SCHOOL DISTRICT,16 FRAVOR RD-STE A,MEXICO,NY,13114,"(43.4634, -76.2463)"
280409,NASSAU,HERRICKS UNION FREE SCHOOL DISTRICT,NASSAU-SUFFOLK,2012-2014,87,13.7,64,10.1,151,23.9,ELEMENTARY,SCHOOL DISTRICT,999 B HERRICKS RD,NEW HYDE PARK,NY,11040,"(40.7606, -73.6609)"
610501,TOMPKINS,GROTON CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2010-2012,54,16.5,65,19.8,119,36.3,DISTRICT TOTAL,SCHOOL DISTRICT,400 PERU RD,GROTON,NY,13073,"(42.5805, -76.3696)"
60701,CHAUTAUQUA,CLYMER CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2012-2014,12,14.0,13,15.1,25,29.1,ELEMENTARY,SCHOOL DISTRICT,8672 E MAIN ST,CLYMER,NY,14724,"(42.0209, -79.627)"
421101,ONONDAGA,MARCELLUS CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2010-2012,58,15.3,61,16.1,119,31.3,ELEMENTARY,SCHOOL DISTRICT,2 REED PKY,MARCELLUS,NY,13108,"(42.9868, -76.3412)"
541201,SCHOHARIE,SCHOHARIE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,11,11.7,22,23.4,33,35.1,ELEMENTARY,SCHOOL DISTRICT,136 ACADEMY DR,SCHOHARIE,NY,12157,"(42.6669, -74.3088)"
510101,ST. LAWRENCE,BRASHER FALLS CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2016-2018,91,25.0,92,25.3,183,50.3,DISTRICT TOTAL,SCHOOL DISTRICT,1039 STATE HWY 11C,BRASHER FALLS,NY,13613,"(44.8046, -74.7756)"
400301,NIAGARA,LEWISTON-PORTER CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2012-2014,129,16.7,133,17.3,262,34.0,DISTRICT TOTAL,SCHOOL DISTRICT,4061 CREEK RD,YOUNGSTOWN,NY,14174,"(43.2161, -79.0179)"
261301,MONROE,FAIRPORT CENTRAL SCHOOL DISTRICT,FINGER LAKES,2014-2016,171,15.7,130,11.9,301,27.6,ELEMENTARY,SCHOOL DISTRICT,38 W CHURCH ST,FAIRPORT,NY,14450,"(43.0986, -77.4452)"
660501,WESTCHESTER,HARRISON CENTRAL SCHOOL DISTRICT,HUDSON VALLEY,2012-2014,168,23.3,84,11.7,252,35.0,ELEMENTARY,SCHOOL DISTRICT,50 UNION AVE,HARRISON,NY,10528,"(40.9797, -73.717)"
240901,LIVINGSTON,MOUNT MORRIS CENTRAL SCHOOL DISTRICT,FINGER LAKES,2010-2012,9,11.1,16,19.8,25,30.9,ELEMENTARY,SCHOOL DISTRICT,30 BONADONNA AVE,MOUNT MORRIS,NY,14510,"(42.7141, -77.873)"
22101,ALLEGANY,WHITESVILLE CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2012-2014,16,20.8,14,18.2,30,39.0,DISTRICT TOTAL,SCHOOL DISTRICT,692 MAIN ST,WHITESVILLE,NY,14897,"(42.038, -77.7786)"
280231,NASSAU,ISLAND PARK UNION FREE SCHOOL DISTRICT,NASSAU-SUFFOLK,2012-2014,25,16.7,29,19.3,54,36.0,ELEMENTARY,SCHOOL DISTRICT,150 TRAFALGAR BLVD,ISLAND PARK,NY,11558,"(40.6077, -73.6471)"
411603,ONEIDA,SAUQUOIT VALLEY CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2014-2016,13,9.2,32,22.6,45,31.9,MIDDLE/HIGH,SCHOOL DISTRICT,2601 ONEIDA ST,SAUQUOIT,NY,13456,"(42.9885, -75.2537)"
62201,CHAUTAUQUA,FREDONIA CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2012-2014,57,24.5,32,13.7,89,38.2,MIDDLE/HIGH,SCHOOL DISTRICT,425 E MAIN ST,FREDONIA,NY,14063,"(42.4495, -79.3105)"
580211,SUFFOLK,MIDDLE COUNTRY CENTRAL SCHOOL DISTRICT,NASSAU-SUFFOLK,2012-2014,319,15.9,307,15.3,626,31.2,ELEMENTARY,SCHOOL DISTRICT,8 43RD ST-ADM OFF,CENTEREACH,NY,11720,"(40.8732, -73.091)"
580903,SUFFOLK,QUOGUE UNION FREE SCHOOL DISTRICT,NASSAU-SUFFOLK,2010-2012,6,11.3,,,,,ELEMENTARY,SCHOOL DISTRICT,10 EDGEWOOD RD,QUOGUE,NY,11959,"(40.821, -72.6054)"
31301,BROOME,DEPOSIT CENTRAL SCHOOL DISTRICT,NEW YORK - PENN,2014-2016,26,20.9,30,24.1,56,45.1,DISTRICT TOTAL,SCHOOL DISTRICT,171 2ND ST,DEPOSIT,NY,13754,"(42.0658, -75.4192)"
22,JEFFERSON,JEFFERSON,CENTRAL NEW YORK,2010-2012,548,16.7,549,16.7,1097,33.4,ELEMENTARY,COUNTY,,,,,
240201,LIVINGSTON,CALEDONIA-MUMFORD CENTRAL SCHOOL DISTRICT,FINGER LAKES,2014-2016,18,14.1,32,25.1,50,39.3,MIDDLE/HIGH,SCHOOL DISTRICT,99 NORTH ST,CALEDONIA,NY,14423,"(42.9823, -77.8568)"
10306,ALBANY,BETHLEHEM CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,124,14.3,115,13.2,239,27.5,ELEMENTARY,SCHOOL DISTRICT,700 DELAWARE AVE,DELMAR,NY,12054,"(42.612, -73.8484)"
472506,OTSEGO,WORCESTER CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,5,6.7,17,22.7,22,29.3,ELEMENTARY,SCHOOL DISTRICT,198 MAIN ST,WORCESTER,NY,12197,"(42.5915, -74.7511)"
280220,NASSAU,LYNBROOK UNION FREE SCHOOL DISTRICT,NASSAU-SUFFOLK,2014-2016,48,13.8,42,12.1,90,26.0,MIDDLE/HIGH,SCHOOL DISTRICT,111 ATLANTIC AVE,LYNBROOK,NY,11563,"(40.653, -73.6716)"
241001,LIVINGSTON,DANSVILLE CENTRAL SCHOOL DISTRICT,FINGER LAKES,2014-2016,39,14.7,65,24.5,104,39.2,ELEMENTARY,SCHOOL DISTRICT,284 MAIN ST,DANSVILLE,NY,14437,"(42.5693, -77.7044)"
590801,SULLIVAN,ELDRED CENTRAL SCHOOL DISTRICT,HUDSON VALLEY,2016-2018,16,30.2,5,9.4,21,39.6,MIDDLE/HIGH,SCHOOL DISTRICT,600 RT 55,ELDRED,NY,12732,"(41.5287, -74.883)"
190901,GREENE,HUNTER-TANNERSVILLE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,14,14.4,26,26.8,40,41.2,DISTRICT TOTAL,SCHOOL DISTRICT,6094 MAIN ST,TANNERSVILLE,NY,12485,"(42.1957, -74.1373)"
631201,WARREN,WARRENSBURG CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,34,17.0,51,25.5,85,42.5,DISTRICT TOTAL,SCHOOL DISTRICT,103 SCHROON RIVER RD,WARRENSBURG,NY,12885,"(43.497, -73.7628)"
131801,DUTCHESS,RHINEBECK CENTRAL SCHOOL DISTRICT,HUDSON VALLEY,2010-2012,23,15.4,30,20.1,53,35.6,MIDDLE/HIGH,SCHOOL DISTRICT,45 N PARK RD,RHINEBECK,NY,12572,"(41.9247, -73.9038)"
120401,DELAWARE,CHARLOTTE VALLEY CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,21,16.8,25,20.0,46,36.8,DISTRICT TOTAL,SCHOOL DISTRICT,15611 STATE  HWY 23,DAVENPORT,NY,13750,"(42.4702, -74.848)"
472506,OTSEGO,WORCESTER CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,21,14.7,33,23.2,54,38.0,DISTRICT TOTAL,SCHOOL DISTRICT,198 MAIN ST,WORCESTER,NY,12197,"(42.5915, -74.7511)"
500304,ROCKLAND,NYACK UNION FREE SCHOOL DISTRICT,HUDSON VALLEY,2012-2014,52,15.6,46,13.8,98,29.3,ELEMENTARY,SCHOOL DISTRICT,13A DICKINSON AVE,NYACK,NY,10960,"(41.0912, -73.9351)"
261501,MONROE,CHURCHVILLE-CHILI CENTRAL SCHOOL DISTRICT,FINGER LAKES,2014-2016,63,8.6,99,13.5,162,22.2,ELEMENTARY,SCHOOL DISTRICT,139 FAIRBANKS RD,CHURCHVILLE,NY,14428,"(43.1203, -77.8285)"
51301,CAYUGA,MORAVIA CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2016-2018,71,20.6,89,25.8,160,46.4,DISTRICT TOTAL,SCHOOL DISTRICT,68 S MAIN ST,MORAVIA,NY,13118,"(42.7067, -76.4212)"
280504,NASSAU,PLAINVIEW-OLD BETHPAGE CENTRAL SCHOOL DISTRICT,NASSAU-SUFFOLK,2012-2014,90,12.4,75,10.4,165,22.8,ELEMENTARY,SCHOOL DISTRICT,106 WASHINGTON AVE,PLAINVIEW,NY,11803,"(40.781, -73.4643)"
580801,SUFFOLK,SMITHTOWN CENTRAL SCHOOL DISTRICT,NASSAU-SUFFOLK,2012-2014,255,14.9,182,10.7,437,25.6,ELEMENTARY,SCHOOL DISTRICT,26 NEW YORK AVE,SMITHTOWN,NY,11787,"(40.8544, -73.1996)"
591502,SULLIVAN,SULLIVAN WEST CENTRAL SCHOOL DISTRICT,HUDSON VALLEY,2016-2018,25,17.7,31,22.0,56,39.7,MIDDLE/HIGH,SCHOOL DISTRICT,33 SCHOOLHOUSE RD,JEFFERSONVILLE,NY,12748,"(41.7781, -74.94)"
440102,ORANGE,WASHINGTONVILLE CENTRAL SCHOOL DISTRICT,HUDSON VALLEY,2010-2012,179,13.5,253,19.1,432,32.7,DISTRICT TOTAL,SCHOOL DISTRICT,52 W MAIN ST,WASHINGTONVILLE,NY,10992,"(41.4245, -74.1721)"
591502,SULLIVAN,SULLIVAN WEST CENTRAL SCHOOL DISTRICT,HUDSON VALLEY,2016-2018,62,17.0,62,17.0,124,34.1,DISTRICT TOTAL,SCHOOL DISTRICT,33 SCHOOLHOUSE RD,JEFFERSONVILLE,NY,12748,"(41.7781, -74.94)"
571502,STEUBEN,CANISTEO-GREENWOOD CENTRAL SCHOOL DISTRICT,FINGER LAKES,2012-2014,27,16.4,29,17.6,56,33.9,ELEMENTARY,SCHOOL DISTRICT,84 GREENWOOD ST,CANISTEO,NY,14823,"(42.2654, -77.6091)"
651503,WAYNE,RED CREEK CENTRAL SCHOOL DISTRICT,FINGER LAKES,2012-2014,18,14.8,23,18.9,41,33.6,ELEMENTARY,SCHOOL DISTRICT,6815 CHURCH ST,RED CREEK,NY,13143,"(43.2471, -76.724)"
280517,NASSAU,HICKSVILLE UNION FREE SCHOOL DISTRICT,NASSAU-SUFFOLK,2014-2016,134,18.9,119,16.8,253,35.7,MIDDLE/HIGH,SCHOOL DISTRICT,200 DIVISION AVE-ADM,HICKSVILLE,NY,11801,"(40.7578, -73.5253)"
53,SCHENECTADY,SCHENECTADY,NORTHEASTERN NEW YORK,2012-2014,991,15.9,1174,18.8,2165,34.7,DISTRICT TOTAL,COUNTY,,,,,
280214,NASSAU,HEWLETT-WOODMERE UNION FREE SCHOOL DISTRICT,NASSAU-SUFFOLK,2014-2016,238,18.0,223,16.9,461,35.0,DISTRICT TOTAL,SCHOOL DISTRICT,1 JOHNSON PL,WOODMERE,NY,11598,"(40.6332, -73.7061)"
580506,SUFFOLK,HAUPPAUGE UNION FREE SCHOOL DISTRICT,NASSAU-SUFFOLK,2010-2012,90,16.0,49,8.7,139,24.7,MIDDLE/HIGH,SCHOOL DISTRICT,495 HOFFMAN LN,HAUPPAUGE,NY,11788,"(40.8239, -73.1865)"
591301,SULLIVAN,ROSCOE CENTRAL SCHOOL DISTRICT,HUDSON VALLEY,2016-2018,19,19.4,22,22.4,41,41.8,DISTRICT TOTAL,SCHOOL DISTRICT,6 ACADEMY ST,ROSCOE,NY,12776,"(41.9347, -74.9162)"
54,SCHOHARIE,SCHOHARIE,NORTHEASTERN NEW YORK,2016-2018,98,18.7,133,25.4,231,44.1,MIDDLE/HIGH,COUNTY,,,,,
26,MONROE,MONROE,FINGER LAKES,2010-2012,4987,15.9,5513,17.6,10500,33.4,DISTRICT TOTAL,COUNTY,,,,,
630300,WARREN,GLENS FALLS CITY SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,48,17.1,64,22.9,112,40.0,MIDDLE/HIGH,SCHOOL DISTRICT,15 QUADE ST,GLENS FALLS,NY,12801,"(43.3105, -73.6595)"
6,CHAUTAUQUA,CHAUTAUQUA,WESTERN NEW YORK,2010-2012,466,16.8,622,22.5,1088,39.3,MIDDLE/HIGH,COUNTY,,,,,
230301,LEWIS,HARRISVILLE CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2010-2012,31,27.2,19,16.7,50,43.9,ELEMENTARY,SCHOOL DISTRICT,14371 PIRATE LN,HARRISVILLE,NY,13648,"(44.1025, -75.2963)"
142301,ERIE,ORCHARD PARK CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2012-2014,107,12.5,93,10.9,200,23.4,ELEMENTARY,SCHOOL DISTRICT,2240 SOUTHWESTERN BLVD,WEST SENECA,NY,14224,"(42.8112, -78.7184)"
220701,JEFFERSON,THOUSAND ISLANDS CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2016-2018,35,25.2,18,12.9,53,38.1,MIDDLE/HIGH,SCHOOL DISTRICT,8483 COUNTY RT 9,CLAYTON,NY,13624,"(44.191, -76.199)"
490804,RENSSELAER,WYNANTSKILL UNION FREE SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,15,12.3,26,21.3,41,33.6,DISTRICT TOTAL,SCHOOL DISTRICT,25 EAST AVE,TROY,NY,12180,"(42.6689, -73.6296)"
121401,DELAWARE,MARGARETVILLE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,,,,,,,DISTRICT TOTAL,SCHOOL DISTRICT,415 MAIN ST,MARGARETVILLE,NY,12455,"(42.1454, -74.6532)"
511201,ST. LAWRENCE,HAMMOND CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2012-2014,17,21.3,20,25.0,37,46.3,DISTRICT TOTAL,SCHOOL DISTRICT,51 S MAIN ST,HAMMOND,NY,13646,"(44.5117, -75.7473)"
62201,CHAUTAUQUA,FREDONIA CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2012-2014,56,14.9,60,15.9,116,30.8,ELEMENTARY,SCHOOL DISTRICT,425 E MAIN ST,FREDONIA,NY,14063,"(42.4495, -79.3105)"
